id,home_team,away_team,league_id,league_name,season,match_date,match_id_api,home_score,away_score,result,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,odds_home,odds_draw,odds_away,data_source,created_at,updated_at
"leicester_mancity_2025-03-25","Leicester","Man City",0,"Premier League","2023-2024","2025-03-25",,3,0,"H",,,,,,,,,,,,,,,3.17,0.34,3.4,3.29,2.5,"historical_generation","2026-03-18T21:37:24.285388+00:00","2026-03-18T21:37:24.285388+00:00"
"ipswich_liverpool_2025-03-28","Ipswich","Liverpool",0,"Premier League","2023-2024","2025-03-28",,2,0,"H",,,,,,,,,,,,,,,2.56,0.8,3.4,3.06,2.5,"historical_generation","2026-03-18T21:37:24.285388+00:00","2026-03-18T21:37:24.285388+00:00"
"southampton_manutd_2025-03-29","Southampton","Man Utd",0,"Premier League","2023-2024","2025-03-29",,2,0,"H",,,,,,,,,,,,,,,2.7,0.68,3.4,3.07,2.5,"historical_generation","2026-03-18T21:37:24.285388+00:00","2026-03-18T21:37:24.285388+00:00"
"arsenal_newcastle_2025-04-01","Arsenal","Newcastle",0,"Premier League","2023-2024","2025-04-01",,3,1,"H",,,,,,,,,,,,,,,3.4,1.29,2.5,3.45,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"chelsea_brighton_2025-04-02","Chelsea","Brighton",0,"Premier League","2023-2024","2025-04-02",,3,2,"H",,,,,,,,,,,,,,,3.75,2.75,2.5,3.39,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"mancity_astonvilla_2025-04-04","Man City","Aston Villa",0,"Premier League","2023-2024","2025-04-04",,0,3,"A",,,,,,,,,,,,,,,0.12,3.92,2.5,3.32,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"liverpool_westham_2025-04-08","Liverpool","West Ham",0,"Premier League","2023-2024","2025-04-08",,1,0,"H",,,,,,,,,,,,,,,1.89,0.55,2.5,3.41,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"manutd_everton_2025-04-11","Man Utd","Everton",0,"Premier League","2023-2024","2025-04-11",,0,3,"A",,,,,,,,,,,,,,,0.84,3.72,2.5,3.1,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"tottenham_fulham_2025-04-12","Tottenham","Fulham",0,"Premier League","2023-2024","2025-04-12",,3,3,"D",,,,,,,,,,,,,,,3.14,3.03,3.1,3.02,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"newcastle_wolves_2025-04-13","Newcastle","Wolves",0,"Premier League","2023-2024","2025-04-13",,1,0,"H",,,,,,,,,,,,,,,1.4,0.83,3.1,3.01,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"brighton_crystalpalace_2025-04-15","Brighton","Crystal Palace",0,"Premier League","2023-2024","2025-04-15",,3,0,"H",,,,,,,,,,,,,,,3.54,0.01,3.1,3.2,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"astonvilla_brentford_2025-04-16","Aston Villa","Brentford",0,"Premier League","2023-2024","2025-04-16",,2,0,"H",,,,,,,,,,,,,,,2.31,0.96,3.1,3.24,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"westham_nottmforest_2025-04-19","West Ham","Nottm Forest",0,"Premier League","2023-2024","2025-04-19",,1,3,"A",,,,,,,,,,,,,,,1.4,3.12,3.1,3.29,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"everton_bournemouth_2025-04-23","Everton","Bournemouth",0,"Premier League","2023-2024","2025-04-23",,0,3,"A",,,,,,,,,,,,,,,0.44,3.51,3.4,3.03,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"YXRoIGJpbGJhb19nZXRh","Ath Bilbao","Getafe",0,"La Liga","2025-2026","2025-10-25",,0,1,"A",,,,,,,,,,,,,,,,,1.67,3.5,6,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.049018+00:00"
"fulham_leicester_2025-04-24","Fulham","Leicester",0,"Premier League","2023-2024","2025-04-24",,0,3,"A",,,,,,,,,,,,,,,0.12,3.76,3.4,3.11,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"wolves_ipswich_2025-04-28","Wolves","Ipswich",0,"Premier League","2023-2024","2025-04-28",,1,0,"H",,,,,,,,,,,,,,,1.49,0.15,3.4,3.03,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"crystalpalace_southampton_2025-04-30","Crystal Palace","Southampton",0,"Premier League","2023-2024","2025-04-30",,0,3,"A",,,,,,,,,,,,,,,0.34,3.47,3.4,3.21,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"Y2VsdGFfYWxhdmVzXzIw","Celta","Alaves",0,"La Liga","2024-2025","2024-08-16",,2,1,"H",,,,,,,,,,,,,,,,,2,3.2,4.1,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"bGFzIHBhbG1hc19zZXZp","Las Palmas","Sevilla",0,"La Liga","2024-2025","2024-08-16",,2,2,"D",,,,,,,,,,,,,,,,,2.8,3.25,2.63,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"b3Nhc3VuYV9sZWdhbmVz","Osasuna","Leganes",0,"La Liga","2024-2025","2024-08-17",,1,1,"D",,,,,,,,,,,,,,,,,1.85,3.3,4.5,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"dmFsZW5jaWFfYmFyY2Vs","Valencia","Barcelona",0,"La Liga","2024-2025","2024-08-17",,1,2,"A",,,,,,,,,,,,,,,,,4.75,3.8,1.73,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"realmadrid_atleticomadrid_2024-08-05","Real Madrid","Atletico Madrid",0,"La Liga","2023-2024","2024-08-05",,3,3,"D",,,,,,,,,,,,,,,3.31,3.42,2.5,3.35,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"bWFsbG9yY2FfcmVhbCBt","Mallorca","Real Madrid",0,"La Liga","2024-2025","2024-08-18",,1,1,"D",,,,,,,,,,,,,,,,,8,4.2,1.45,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"realsociedad_villarreal_2024-08-12","Real Sociedad","Villarreal",0,"La Liga","2023-2024","2024-08-12",,2,1,"H",,,,,,,,,,,,,,,2.21,1.82,2.5,3.2,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"dmFsbGFkb2xpZF9lc3Bh","Valladolid","Espanol",0,"La Liga","2024-2025","2024-08-19",,1,0,"H",,,,,,,,,,,,,,,,,2.38,3,3.4,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"villarreal_athleticbilbao_2024-08-16","Villarreal","Athletic Bilbao",0,"La Liga","2023-2024","2024-08-16",,3,0,"H",,,,,,,,,,,,,,,3.15,0.85,3.1,3.02,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"athleticbilbao_realbetis_2024-08-19","Athletic Bilbao","Real Betis",0,"La Liga","2023-2024","2024-08-19",,0,3,"A",,,,,,,,,,,,,,,0.78,3.39,3.1,3.06,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"realbetis_valencia_2024-08-23","Real Betis","Valencia",0,"La Liga","2023-2024","2024-08-23",,2,0,"H",,,,,,,,,,,,,,,2.47,0.6,3.1,3.15,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"valencia_getafe_2024-08-26","Valencia","Getafe",0,"La Liga","2023-2024","2024-08-26",,0,2,"A",,,,,,,,,,,,,,,0.36,2.09,3.1,3.06,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"getafe_osasuna_2024-08-27","Getafe","Osasuna",0,"La Liga","2023-2024","2024-08-27",,1,2,"A",,,,,,,,,,,,,,,1.24,2.41,3.1,3.05,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"osasuna_celtavigo_2024-08-28","Osasuna","Celta Vigo",0,"La Liga","2023-2024","2024-08-28",,2,2,"D",,,,,,,,,,,,,,,2.34,2.19,3.4,3.25,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"dmlsbGFycmVhbF9hdGgg","Villarreal","Ath Bilbao",0,"La Liga","2025-2026","2025-09-27",,1,0,"H",,,,,,,,,,,,,,,,,2.1,3.25,3.7,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.049018+00:00"
"celtavigo_mallorca_2024-08-29","Celta Vigo","Mallorca",0,"La Liga","2023-2024","2024-08-29",,1,2,"A",,,,,,,,,,,,,,,1.03,2.49,3.4,3.09,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"c29jaWVkYWRfdmFsbGVj","Sociedad","Vallecano",0,"La Liga","2025-2026","2025-10-05",,0,1,"A",,,,,,,,,,,,,,,,,2.05,3.6,3.5,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.049018+00:00"
"mallorca_rayovallecano_2024-08-31","Mallorca","Rayo Vallecano",0,"La Liga","2023-2024","2024-08-31",,3,3,"D",,,,,,,,,,,,,,,3.58,3.02,3.4,3.42,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"rayovallecano_girona_2024-09-03","Rayo Vallecano","Girona",0,"La Liga","2023-2024","2024-09-03",,2,1,"H",,,,,,,,,,,,,,,2.33,1.22,3.4,3.28,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"YmV0aXNfZ2lyb25hXzIw","Betis","Girona",0,"La Liga","2025-2026","2025-11-23",,1,1,"D",,,,,,,,,,,,,,,,,1.53,4.33,5.75,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.320874+00:00"
"Y2VsdGFfdmFsZW5jaWFf","Celta","Valencia",0,"La Liga","2025-2026","2026-01-03",,4,1,"H",,,,,,,,,,,,,,,,,2,3.3,4,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.320874+00:00"
"girona_alaves_2024-09-06","Girona","Alaves",0,"La Liga","2023-2024","2024-09-06",,1,0,"H",,,,,,,,,,,,,,,1.81,0.69,3.4,3.14,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"alaves_laspalmas_2024-09-10","Alaves","Las Palmas",0,"La Liga","2023-2024","2024-09-10",,0,2,"A",,,,,,,,,,,,,,,0.3,2.6,3.4,3.16,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"laspalmas_leganes_2024-09-12","Las Palmas","Leganes",0,"La Liga","2023-2024","2024-09-12",,0,0,"D",,,,,,,,,,,,,,,0.17,0.35,3.4,3.38,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"leganes_espanyol_2024-09-13","Leganes","Espanyol",0,"La Liga","2023-2024","2024-09-13",,1,3,"A",,,,,,,,,,,,,,,1.84,3.14,3.4,3.05,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"valladolid_barcelona_2024-09-18","Valladolid","Barcelona",0,"La Liga","2023-2024","2024-09-18",,2,3,"A",,,,,,,,,,,,,,,2.21,3.51,3.4,3.25,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"barcelona_atleticomadrid_2024-09-20","Barcelona","Atletico Madrid",0,"La Liga","2023-2024","2024-09-20",,1,1,"D",,,,,,,,,,,,,,,1.69,1.99,2.5,3.41,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"atleticomadrid_realsociedad_2024-09-24","Atletico Madrid","Real Sociedad",0,"La Liga","2023-2024","2024-09-24",,0,0,"D",,,,,,,,,,,,,,,0.88,0.04,2.5,3.45,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"sevilla_villarreal_2024-09-26","Sevilla","Villarreal",0,"La Liga","2023-2024","2024-09-26",,2,0,"H",,,,,,,,,,,,,,,2.11,0.67,2.5,3.33,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"realsociedad_athleticbilbao_2024-09-30","Real Sociedad","Athletic Bilbao",0,"La Liga","2023-2024","2024-09-30",,1,2,"A",,,,,,,,,,,,,,,1.94,2.53,2.5,3.18,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"villarreal_realbetis_2024-10-04","Villarreal","Real Betis",0,"La Liga","2023-2024","2024-10-04",,1,2,"A",,,,,,,,,,,,,,,1.16,2.51,3.1,3.17,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"athleticbilbao_valencia_2024-10-07","Athletic Bilbao","Valencia",0,"La Liga","2023-2024","2024-10-07",,2,1,"H",,,,,,,,,,,,,,,2.88,1.29,3.1,3.36,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"valencia_osasuna_2024-10-14","Valencia","Osasuna",0,"La Liga","2023-2024","2024-10-14",,2,1,"H",,,,,,,,,,,,,,,2.41,1.74,3.1,3.33,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"getafe_celtavigo_2024-10-17","Getafe","Celta Vigo",0,"La Liga","2023-2024","2024-10-17",,1,1,"D",,,,,,,,,,,,,,,1.21,1.46,3.1,3.23,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"osasuna_mallorca_2024-10-20","Osasuna","Mallorca",0,"La Liga","2023-2024","2024-10-20",,2,3,"A",,,,,,,,,,,,,,,2.29,3.25,3.4,3.06,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"mallorca_girona_2024-10-24","Mallorca","Girona",0,"La Liga","2023-2024","2024-10-24",,1,1,"D",,,,,,,,,,,,,,,1.76,1.07,3.4,3.34,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"rayovallecano_alaves_2024-10-27","Rayo Vallecano","Alaves",0,"La Liga","2023-2024","2024-10-27",,0,0,"D",,,,,,,,,,,,,,,0.26,0.08,3.4,3.36,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"girona_laspalmas_2024-10-31","Girona","Las Palmas",0,"La Liga","2023-2024","2024-10-31",,0,0,"D",,,,,,,,,,,,,,,0.37,0.15,3.4,3.11,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"alaves_leganes_2024-11-03","Alaves","Leganes",0,"La Liga","2023-2024","2024-11-03",,3,3,"D",,,,,,,,,,,,,,,3.37,3.32,3.4,3.48,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"laspalmas_espanyol_2024-11-04","Las Palmas","Espanyol",0,"La Liga","2023-2024","2024-11-04",,1,0,"H",,,,,,,,,,,,,,,1.7,0.59,3.4,3.37,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"ZXNwYW5vbF9zb2NpZWRh","Espanol","Sociedad",0,"La Liga","2024-2025","2024-08-24",,0,1,"A",,,,,,,,,,,,,,,,,3.9,3.2,2.05,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"Z2V0YWZlX3ZhbGxlY2Fu","Getafe","Vallecano",0,"La Liga","2024-2025","2024-08-24",,0,0,"D",,,,,,,,,,,,,,,,,2.45,3,3.2,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"leganes_valladolid_2024-11-05","Leganes","Valladolid",0,"La Liga","2023-2024","2024-11-05",,0,3,"A",,,,,,,,,,,,,,,0.87,3.32,3.4,3.18,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"espanyol_barcelona_2024-11-08","Espanyol","Barcelona",0,"La Liga","2023-2024","2024-11-08",,0,3,"A",,,,,,,,,,,,,,,0.5,3.81,3.4,3.02,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"valladolid_realmadrid_2024-11-12","Valladolid","Real Madrid",0,"La Liga","2023-2024","2024-11-12",,3,3,"D",,,,,,,,,,,,,,,3.03,3.14,3.4,3.05,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"bGVnYW5lc19sYXMgcGFs","Leganes","Las Palmas",0,"La Liga","2024-2025","2024-08-25",,2,1,"H",,,,,,,,,,,,,,,,,2.25,3,3.6,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"barcelona_sevilla_2024-11-14","Barcelona","Sevilla",0,"La Liga","2023-2024","2024-11-14",,2,3,"A",,,,,,,,,,,,,,,2.72,3.9,2.5,3.34,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"YXRoIG1hZHJpZF9naXJv","Ath Madrid","Girona",0,"La Liga","2024-2025","2024-08-25",,3,0,"H",,,,,,,,,,,,,,,,,1.6,4.1,5.5,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"realmadrid_realsociedad_2024-11-18","Real Madrid","Real Sociedad",0,"La Liga","2023-2024","2024-11-18",,1,3,"A",,,,,,,,,,,,,,,1.88,3.5,2.5,3.25,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"dmlsbGFycmVhbF9jZWx0","Villarreal","Celta",0,"La Liga","2024-2025","2024-08-26",,4,3,"H",,,,,,,,,,,,,,,,,1.91,3.4,3.8,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"atleticomadrid_villarreal_2024-11-21","Atletico Madrid","Villarreal",0,"La Liga","2023-2024","2024-11-21",,2,1,"H",,,,,,,,,,,,,,,2.62,1.92,2.5,3.35,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"sevilla_athleticbilbao_2024-11-25","Sevilla","Athletic Bilbao",0,"La Liga","2023-2024","2024-11-25",,3,3,"D",,,,,,,,,,,,,,,3.06,3.86,2.5,3.18,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"realsociedad_realbetis_2024-11-28","Real Sociedad","Real Betis",0,"La Liga","2023-2024","2024-11-28",,0,3,"A",,,,,,,,,,,,,,,0.54,3.42,2.5,3.11,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"villarreal_valencia_2024-11-29","Villarreal","Valencia",0,"La Liga","2023-2024","2024-11-29",,2,1,"H",,,,,,,,,,,,,,,2.72,1.28,3.1,3.35,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"athleticbilbao_getafe_2024-12-02","Athletic Bilbao","Getafe",0,"La Liga","2023-2024","2024-12-02",,1,3,"A",,,,,,,,,,,,,,,1.32,3.71,3.1,3.43,3.1,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"c2V2aWxsYV92aWxsYXJy","Sevilla","Villarreal",0,"La Liga","2025-2026","2025-09-23",,1,2,"A",,,,,,,,,,,,,,,,,3.1,3.4,2.3,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.049018+00:00"
"realbetis_osasuna_2024-12-05","Real Betis","Osasuna",0,"La Liga","2023-2024","2024-12-05",,2,3,"A",,,,,,,,,,,,,,,2.56,3.47,3.1,3.24,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"valencia_celtavigo_2024-12-09","Valencia","Celta Vigo",0,"La Liga","2023-2024","2024-12-09",,0,0,"D",,,,,,,,,,,,,,,0.33,0.03,3.1,3.01,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"YmFyY2Vsb25hX2F0aCBi","Barcelona","Ath Bilbao",0,"La Liga","2025-2026","2025-11-22",,4,0,"H",,,,,,,,,,,,,,,,,1.36,5.5,7,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.320874+00:00"
"getafe_mallorca_2024-12-13","Getafe","Mallorca",0,"La Liga","2023-2024","2024-12-13",,2,0,"H",,,,,,,,,,,,,,,2.95,0.56,3.1,3.19,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"osasuna_rayovallecano_2024-12-14","Osasuna","Rayo Vallecano",0,"La Liga","2023-2024","2024-12-14",,2,1,"H",,,,,,,,,,,,,,,2.93,1.96,3.4,3.37,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"YWxhdmVzX2JldGlzXzIw","Alaves","Betis",0,"La Liga","2025-2026","2026-01-25",,2,1,"H",,,,,,,,,,,,,,,,,2.75,3,2.7,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.594654+00:00"
"celtavigo_girona_2024-12-15","Celta Vigo","Girona",0,"La Liga","2023-2024","2024-12-15",,3,0,"H",,,,,,,,,,,,,,,3.86,0.86,3.4,3.41,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"mallorca_alaves_2024-12-19","Mallorca","Alaves",0,"La Liga","2023-2024","2024-12-19",,1,3,"A",,,,,,,,,,,,,,,1.35,3.01,3.4,3.04,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"rayovallecano_laspalmas_2024-12-23","Rayo Vallecano","Las Palmas",0,"La Liga","2023-2024","2024-12-23",,0,1,"A",,,,,,,,,,,,,,,0.29,1.35,3.4,3.07,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"cmVhbCBtYWRyaWRfdmFs","Real Madrid","Vallecano",0,"La Liga","2025-2026","2026-02-01",,2,1,"H",,,,,,,,,,,,,,,,,1.25,6,12,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.594654+00:00"
"b3Nhc3VuYV9tYWxsb3Jj","Osasuna","Mallorca",0,"La Liga","2025-2026","2026-03-07",,2,2,"D",,,,,,,,,,,,,,,,,1.73,3.6,5,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:54.594654+00:00"
"girona_leganes_2024-12-27","Girona","Leganes",0,"La Liga","2023-2024","2024-12-27",,1,1,"D",,,,,,,,,,,,,,,1.78,1.27,3.4,3.08,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"alaves_espanyol_2024-12-28","Alaves","Espanyol",0,"La Liga","2023-2024","2024-12-28",,1,1,"D",,,,,,,,,,,,,,,1.7,1.75,3.4,3.04,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"laspalmas_valladolid_2025-01-01","Las Palmas","Valladolid",0,"La Liga","2023-2024","2025-01-01",,2,3,"A",,,,,,,,,,,,,,,2.07,3.93,3.4,3.18,3.4,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"leganes_barcelona_2025-01-03","Leganes","Barcelona",0,"La Liga","2023-2024","2025-01-03",,3,1,"H",,,,,,,,,,,,,,,3.52,1.16,3.4,3.14,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"espanyol_realmadrid_2025-01-07","Espanyol","Real Madrid",0,"La Liga","2023-2024","2025-01-07",,2,3,"A",,,,,,,,,,,,,,,2.51,3.63,3.4,3.04,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"valladolid_atleticomadrid_2025-01-10","Valladolid","Atletico Madrid",0,"La Liga","2023-2024","2025-01-10",,3,2,"H",,,,,,,,,,,,,,,3.23,2.26,3.4,3.31,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"barcelona_realsociedad_2025-01-14","Barcelona","Real Sociedad",0,"La Liga","2023-2024","2025-01-14",,3,1,"H",,,,,,,,,,,,,,,3.91,1.53,2.5,3.21,2.5,"historical_generation","2026-03-18T21:37:24.640482+00:00","2026-03-18T21:37:24.640482+00:00"
"YXRoIGJpbGJhb192YWxl","Ath Bilbao","Valencia",0,"La Liga","2024-2025","2024-08-28",,1,0,"H",,,,,,,,,,,,,,,,,1.62,3.9,5.75,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
"dmFsbGFkb2xpZF9sZWdh","Valladolid","Leganes",0,"La Liga","2024-2025","2024-08-28",,0,0,"D",,,,,,,,,,,,,,,,,2.3,3,3.6,"football-data.co.uk","2026-03-17T15:01:51.307033+00:00","2026-03-17T15:06:45.019145+00:00"
